SG_UF;NM_MUNICIPIO;DS_CARGO;NR_CANDIDATO;NM_CANDIDATO;NM_URNA_CANDIDATO;NR_PARTIDO;SG_PARTIDO;NM_PARTIDO;DS_SIT_TOT_TURNO;NR_TURNO;QT_VOTOS_NOMINAIS;QT_VOTOS_NOMINAIS_VALIDOS;LATITUDE;LONGITUDE;COALITION
RR;ALTO ALEGRE;Prefeito;10;WAGNER DE OLIVEIRA NUNES;WAGNER NUNES;10;REPUBLICANOS;REPUBLICANOS;Eleito;1;6983;6983;2,990093;-61,308965;right
RR;ALTO ALEGRE;Prefeito;11;JOSE OTACI BARROSO DO NASCIMENTO;OTTACI;11;PP;PROGRESSISTAS;Não eleito;1;4114;4114;2,990093;-61,308965;center-right
GO;ANAPOLIS;Prefeito;22;MARCIO AURELIO CORREA;MARCIO CORREA;22;PL;Partido Liberal;2º Turno;1;97049;97049;-16,333283;-48,952576;right
GO;ANAPOLIS;Prefeito;13;ANTONIO ROBERTO OTONI GOMIDE;ANTONIO GOMIDE;13;PT;Partido dos Trabalhadores;2º Turno;1;69370;69370;-16,333283;-48,952576;center-left
GO;ANAPOLIS;Prefeito;44;EERIZANIA ENEAS DE FREITAS;EERIZANIA FREITAS;44;UNIO;Unio Brasil;Não eleito;1;21287;21287;-16,333283;-48,952576;center-right
GO;ANAPOLIS;Prefeito;45;HELIO JOSE LOPES;HELIO DA APAE;45;PSDB;Partido da Social Democracia Brasileira;Não eleito;1;4895;4895;-16,333283;-48,952576;center
GO;ANAPOLIS;Prefeito;35;JOSE RODRIGUES DE LIMA NETO;JOSE DE LIMA;35;PMB;Partido da Mulher Brasileira;Não eleito;1;3083;3083;-16,333283;-48,952576;center-right
GO;APARECIDA DE GOIANIA;Prefeito;15;LEANDRO VILELA VELLOSO;LEANDRO VILELA;15;MDB;Movimento Democrático Brasileiro;2º Turno;1;109793;109793;-16,822677;-49,245255;center
GO;APARECIDA DE GOIANIA;Prefeito;22;ALCIDES RIBEIRO FILHO;PROFESSOR ALCIDES;22;PL;Partido Liberal;2º Turno;1;98415;98415;-16,822677;-49,245255;right
GO;APARECIDA DE GOIANIA;Prefeito;40;WILLIAN RODRIGUES FIGUEIREDO;WILLIAN PANDA;40;PSB;Partido Socialista Brasileiro;Não eleito;1;20443;20443;-16,822677;-49,245255;center
AL;ARAPIRACA;Prefeito;15;JOSE LUCIANO BARBOSA DA SILVA;LUCIANO BARBOSA;15;MDB;Movimento Democrático Brasileiro;Eleito;1;100890;100890;-9,754866;-36,661471;center
AL;ARAPIRACA;Prefeito;22;FABIANA CAVALCANTE PESSOA;FABIANA PESSOA;22;PL;Partido Liberal;Não eleito;1;16635;16635;-9,754866;-36,661471;right
AL;ARAPIRACA;Prefeito;50;SILVIO CEZAR BALBINO DA SILVA;DR SILVIO CEZAR;50;PSOL;Partido Socialismo e Liberdade;Não eleito;1;583;583;-9,754866;-36,661471;left
AL;ARAPIRACA;Prefeito;45;LINDOMAR FERREIRA DE QUEIROZ;LINDOMAR FERREIRA;45;PSDB;Partido da Social Democracia Brasileira;Não eleito;1;536;536;-9,754866;-36,661471;center
RO;ARIQUEMES;Prefeito;44;CARLA GONCALVES REZENDE;CARLA REDANO;44;UNIO;Unio Brasil;Eleito;1;23816;23816;-9,907652;-63,033069;center-right
RO;ARIQUEMES;Prefeito;11;MARLEI MENEZES FEIER MEZZOMO;MARLEI MEZZOMO;11;PP;PROGRESSISTAS;Não eleito;1;23734;23734;-9,907652;-63,033069;center-right
RO;ARIQUEMES;Prefeito;15;AGNA MARIA DE SOUZA;AGNA SOUZA;15;MDB;Movimento Democrático Brasileiro;Não eleito;1;1485;1485;-9,907652;-63,033069;center
MA;BACABAL;Prefeito;15;JOSE ROBERTO COSTA SANTOS;ROBERTO COSTA;15;MDB;Movimento Democrático Brasileiro;Eleito;1;30790;30790;-4,231813;-44,781167;center
MA;BACABAL;Prefeito;44;ANTONIO MARCOS BEZERRA MIRANDA;MARCOS MIRANDA;44;UNIO;Unio Brasil;Não eleito;1;23278;23278;-4,231813;-44,781167;center-right
MA;BACABAL;Prefeito;30;PLINIO OLIVEIRA SILVA;PLINIO OLIVEIRA;30;NOVO;Partido Novo;Não eleito;1;1781;1781;-4,231813;-44,781167;right
MA;BACABAL;Prefeito;33;JOSE DE RIBAMAR JANSEN PENHA;JANSEN PENHA;33;MOBILIZA;Mobilização Nacional;Não eleito;1;59;59;-4,231813;-44,781167;center
MG;BELO HORIZONTE;Prefeito;22;BRUNO DE CASTRO ENGLER FLORENCIO DE ALMEIDA;BRUNO ENGLER;22;PL;Partido Liberal;2º Turno;1;435853;435853;-19,922732;-43,945095;right
MG;BELO HORIZONTE;Prefeito;55;FUAD JORGE NOMAN FILHO;FUAD NOMAN;55;PSD;Partido Social Democrático;2º Turno;1;336442;336442;-19,922732;-43,945095;center-right
MG;BELO HORIZONTE;Prefeito;10;MAURO HENRIQUE TRAMONTE;MAURO TRAMONTE;10;REPUBLICANOS;REPUBLICANOS;Não eleito;1;192991;192991;-19,922732;-43,945095;right
MG;BELO HORIZONTE;Prefeito;15;GABRIEL SOUSA MARQUES DE AZEVEDO;GABRIEL;15;MDB;Movimento Democrático Brasileiro;Não eleito;1;133728;133728;-19,922732;-43,945095;center
MG;BELO HORIZONTE;Prefeito;12;DUDA SALABERT ROSA;DUDA SALABERT;12;PDT;Partido Democrático Trabalhista;Não eleito;1;97315;97315;-19,922732;-43,945095;center-left
SC;BLUMENAU;Prefeito;22;EGIDIO MACIEL FERRARI;DELEGADO EGIDIO;22;PL;Partido Liberal;Eleito;1;95075;95075;-26,919557;-49,065802;right
SC;BLUMENAU;Prefeito;30;ODAIR TRAMONTIN;ODAIR TRAMONTIN;30;NOVO;Partido Novo;Não eleito;1;55968;55968;-26,919557;-49,065802;right
SC;BLUMENAU;Prefeito;13;ANA PAULA DE SOUZA LIMA;ANA PAULA LIMA;13;PT;Partido dos Trabalhadores;Não eleito;1;29071;29071;-26,919557;-49,065802;center-left
SC;BLUMENAU;Prefeito;20;RICARDO JOAO PELUSO ALBA;RICARDO ALBA;20;PODE;Podemos;Não eleito;1;3383;3383;-26,919557;-49,065802;center-right
SC;BLUMENAU;Prefeito;50;ROSANE MAGALY MARTINS;ROSANE;50;PSOL;Partido Socialismo e Liberdade;Não eleito;1;1490;1490;-26,919557;-49,065802;left
RR;BOA VISTA;Prefeito;15;ARTHUR HENRIQUE BRANDAO MACHADO;ARTHUR HENRIQUE;15;MDB;Movimento Democrático Brasileiro;Eleito;1;133180;133180;2,820848;-60,671958;center
RR;BOA VISTA;Prefeito;44;CATARINA DE LIMA GUERRA DA SILVA;CATARINA GUERRA;44;UNIO;Unio Brasil;Não eleito;1;40410;40410;2,820848;-60,671958;center-right
RR;BOA VISTA;Prefeito;43;MAURO NAKASHIMA DE MELO;MAURO NAKASHIMA;43;PV;Partido Verde;Não eleito;1;2066;2066;2,820848;-60,671958;center-left
ES;CACHOEIRO DE ITAPEMIRIM;Prefeito;11;THEODORICO DE ASSIS FERRACO;FERRACO;11;PP;PROGRESSISTAS;Eleito;1;44240;44240;-20,848084;-41,11129;center-right
ES;CACHOEIRO DE ITAPEMIRIM;Prefeito;22;LEONARDO CLEITON CAMARGO;LEO CAMARGO;22;PL;Partido Liberal;Não eleito;1;23861;23861;-20,848084;-41,11129;right
ES;CACHOEIRO DE ITAPEMIRIM;Prefeito;10;DIEGO LIBARDI;DIEGO LIBARDI;10;REPUBLICANOS;REPUBLICANOS;Não eleito;1;20030;20030;-20,848084;-41,11129;right
ES;CACHOEIRO DE ITAPEMIRIM;Prefeito;40;LORENA VASQUES SILVEIRA;LORENA VASQUES;40;PSB;Partido Socialista Brasileiro;Não eleito;1;11643;11643;-20,848084;-41,11129;center
ES;CACHOEIRO DE ITAPEMIRIM;Prefeito;13;CARLOS ROBERTO CASTEGLIONE DIAS;CASTEGLIONE;13;PT;Partido dos Trabalhadores;Não eleito;1;3578;3578;-20,848084;-41,11129;center-left
RO;CACOAL;Prefeito;55;ADAILTON ANTUNES FERREIRA;ADAILTON FURIA;55;PSD;Partido Social Democrático;Eleito;1;40270;40270;-11,4333;-61,44205;center-right
RO;CACOAL;Prefeito;22;CELSO DE OLIVEIRA SOUZA;CELSO POPO;22;PL;Partido Liberal;Não eleito;1;6225;6225;-11,4333;-61,44205;right
RO;CACOAL;Prefeito;12;ALMIR NARAYAMOGA SURUI;ALMIR SURUI;12;PDT;Partido Democrático Trabalhista;Não eleito;1;1929;1929;-11,4333;-61,44205;center-left
PB;CAMPINA GRANDE;Prefeito;44;BRUNO CUNHA LIMA BRANCO;BRUNO CUNHA LIMA;44;UNIO;Unio Brasil;2º Turno;1;110807;110807;-7,224674;-35,877129;center-right
PB;CAMPINA GRANDE;Prefeito;40;JHONY WESLLYS BEZERRA COSTA;DR JHONY;40;PSB;Partido Socialista Brasileiro;2º Turno;1;79471;79471;-7,224674;-35,877129;center
PB;CAMPINA GRANDE;Prefeito;65;INACIO JUSTINO FALCAO PEREIRA;INACIO FALCAO;65;PC DO B;Partido Comunista do Brasil;Não eleito;1;16448;16448;-7,224674;-35,877129;left
PB;CAMPINA GRANDE;Prefeito;30;JOSE ARTUR MELO DE ALMEIDA;ARTUR BOLINHA;30;NOVO;Partido Novo;Não eleito;1;16282;16282;-7,224674;-35,877129;right
PB;CAMPINA GRANDE;Prefeito;12;ANDRE RIBEIRO BARBOSA;ANDRE RIBEIRO;12;PDT;Partido Democrático Trabalhista;Não eleito;1;5386;5386;-7,224674;-35,877129;center-left
SP;CAMPINAS;Prefeito;10;DARIO JORGE GIOLO SAADI;DARIO SAADI;10;REPUBLICANOS;REPUBLICANOS;Eleito;1;355800;355800;-22,905639;-47,059564;right
SP;CAMPINAS;Prefeito;13;PEDRO TOURINHO DE SIQUEIRA;PEDRO TOURINHO;13;PT;Partido dos Trabalhadores;Não eleito;1;123500;123500;-22,905639;-47,059564;center-left
SP;CAMPINAS;Prefeito;23;RAFAEL FERNANDO ZIMBALDI;RAFA ZIMBALDI;23;CIDADANIA;Cidadania;Não eleito;1;42557;42557;-22,905639;-47,059564;center
SP;CAMPINAS;Prefeito;30;WILSON KELLER DE MATOS;WILSON MATOS;30;NOVO;Partido Novo;Não eleito;1;10013;10013;-22,905639;-47,059564;right
SP;CAMPINAS;Prefeito;29;ANGELINA DIAS DA SILVA;ANGELINA DIAS;29;PCO;Partido da Causa Operária;Não eleito;1;997;0;-22,905639;-47,059564;far-left
MS;CAMPO GRANDE;Prefeito;11;ADRIANE BARBOSA NOGUEIRA LOPES;ADRIANE LOPES;11;PP;PROGRESSISTAS;2º Turno;1;140913;140913;-20,464017;-54,616295;center-right
MS;CAMPO GRANDE;Prefeito;44;ROSIANE MODESTO DE OLIVEIRA;ROSE MODESTO;44;UNIO;Unio Brasil;2º Turno;1;131525;131525;-20,464017;-54,616295;center-right
MS;CAMPO GRANDE;Prefeito;45;HUMBERTO REZENDE PEREIRA;BETO PEREIRA;45;PSDB;Partido da Social Democracia Brasileira;Não eleito;1;115516;115516;-20,464017;-54,616295;center
MS;CAMPO GRANDE;Prefeito;13;CAMILA BAZACHI JARA MARZOCHI;CAMILA JARA;13;PT;Partido dos Trabalhadores;Não eleito;1;41966;41966;-20,464017;-54,616295;center-left
MS;CAMPO GRANDE;Prefeito;30;HUMBERTO SAVIO ABUSSAFI FIGUEIRO;BETO FIGUEIRO;30;NOVO;Partido Novo;Não eleito;1;10885;10885;-20,464017;-54,616295;right
RJ;CAMPOS DOS GOYTACAZES;Prefeito;11;WLADIMIR BARROS ASSED MATHEUS DE OLIVEIRA;WLADIMIR GAROTINHO;11;PP;PROGRESSISTAS;Eleito;1;192232;192232;-21,7546;-41,3242;center-right
RJ;CAMPOS DOS GOYTACAZES;Prefeito;44;MADELEINE FARIAS RANGEL DYKEMAN;DELEGADA MADELEINE;44;UNIO;Unio Brasil;Não eleito;1;67354;67354;-21,7546;-41,3242;center-right
RJ;CAMPOS DOS GOYTACAZES;Prefeito;13;JEFFERSON MANHAES DE AZEVEDO;PROFESSOR JEFFERSON;13;PT;Partido dos Trabalhadores;Não eleito;1;13222;13222;-21,7546;-41,3242;center-left
RJ;CAMPOS DOS GOYTACAZES;Prefeito;25;RAPHAEL ELBAS NERI DE THUIN;THUIN;25;PRD;Partido Renovação Democrática;Não eleito;1;2490;2490;-21,7546;-41,3242;right
RJ;CAMPOS DOS GOYTACAZES;Prefeito;30;ALEXANDRE BUCHAUL DE AZEVEDO;DR BUCHAUL;30;NOVO;Partido Novo;Não eleito;1;1801;1801;-21,7546;-41,3242;right
PE;CARUARU;Prefeito;45;RODRIGO ANSELMO PINHEIRO DOS SANTOS;RODRIGO PINHEIRO;45;PSDB;Partido da Social Democracia Brasileira;Eleito;1;102198;102198;-8,28297;-35,972285;center
PE;CARUARU;Prefeito;12;JOSE QUEIROZ DE LIMA;ZE QUEIROZ;12;PDT;Partido Democrático Trabalhista;Não eleito;1;66253;66253;-8,28297;-35,972285;center-left
PE;CARUARU;Prefeito;22;FERNANDO RODOLFO TENORIO DE VASCONCELOS;FERNANDO RODOLFO;22;PL;Partido Liberal;Não eleito;1;17326;17326;-8,28297;-35,972285;right
PE;CARUARU;Prefeito;77;ARMANDO DANTAS DE BARROS FILHO;ARMANDINHO;77;SOLIDARIEDADE;Solidariedade;Não eleito;1;4499;4499;-8,28297;-35,972285;center
PE;CARUARU;Prefeito;50;MICHELLE CARINE DOS SANTOS SIQUEIRA;MICHELLE SANTOS;50;PSOL;Partido Socialismo e Liberdade;Não eleito;1;3443;3443;-8,28297;-35,972285;left
PA;CASTANHAL;Prefeito;44;HELIO LEITE DA SILVA;HELIO LEITE;44;UNIO;Unio Brasil;Eleito;1;49082;49082;-1,292703;-47,92239;center-right
PA;CASTANHAL;Prefeito;15;PAULO SERGIO RODRIGUES TITAN;TITAN;15;MDB;Movimento Democrático Brasileiro;Não eleito;1;40480;40480;-1,292703;-47,92239;center
PA;CASTANHAL;Prefeito;22;PEDRO COELHO DA MOTA FILHO;PEDRO COELHO;22;PL;Partido Liberal;Não eleito;1;14400;14400;-1,292703;-47,92239;right
PA;CASTANHAL;Prefeito;30;DAVI CARVALHO ROCHA;DAVI ROCHA;30;NOVO;Partido Novo;Não eleito;1;8179;8179;-1,292703;-47,92239;right
MA;CAXIAS;Prefeito;11;JOSE GENTIL ROSA NETO;GENTIL NETO;11;PP;PROGRESSISTAS;Eleito;1;43352;43352;-4,86542;-43,353664;center-right
MA;CAXIAS;Prefeito;22;PAULO CELSO FONSECA MARINHO JUNIOR;PAULINHO;22;PL;Partido Liberal;Não eleito;1;42787;42787;-4,86542;-43,353664;right
MA;CAXIAS;Prefeito;45;LYCIA MAYARA WAQUIM;LYCIA WAQUIM;45;PSDB;Partido da Social Democracia Brasileira;Não eleito;1;2342;2342;-4,86542;-43,353664;center
MA;CAXIAS;Prefeito;50;EDMILSON SANCHES;EDMILSON SANCHES;50;PSOL;Partido Socialismo e Liberdade;Não eleito;1;531;531;-4,86542;-43,353664;left
RS;CAXIAS DO SUL;Prefeito;22;MAURICIO FERNANDO SCALCO;SCALCO;22;PL;Partido Liberal;2º Turno;1;89260;89260;-29,168505;-51,179639;right
RS;CAXIAS DO SUL;Prefeito;45;ADILO ANGELO DIDOMENICO;ADILO;45;PSDB;Partido da Social Democracia Brasileira;2º Turno;1;64537;64537;-29,168505;-51,179639;center
RS;CAXIAS DO SUL;Prefeito;13;DENISE DA SILVA PESSOA;DENISE PESSOA;13;PT;Partido dos Trabalhadores;Não eleito;1;61684;61684;-29,168505;-51,179639;center-left
RS;CAXIAS DO SUL;Prefeito;15;FELIPE JOAO GREMELMAIER;FELIPE GREMELMAIER;15;MDB;Movimento Democrático Brasileiro;Não eleito;1;19172;19172;-29,168505;-51,179639;center
AM;COARI;Prefeito;10;MANOEL ADAIL AMARAL PINHEIRO;ADAIL PINHEIRO;10;REPUBLICANOS;REPUBLICANOS;Eleito;1;20316;20316;-4,088596;-63,143117;right
AM;COARI;Prefeito;35;HARBEN GOMES AVELAR;HARBEN AVELAR;35;PMB;Partido da Mulher Brasileira;Não eleito;1;18992;18992;-4,088596;-63,143117;center-right
AM;COARI;Prefeito;13;JOSILEIDE LOPES DA SILVA;JOSI LOPES DO PT;13;PT;Partido dos Trabalhadores;Não eleito;1;375;375;-4,088596;-63,143117;center-left
AM;COARI;Prefeito;33;RAIONE CABRAL QUEIROZ;DR. RAIONE CABRAL;33;MOBILIZA;Mobilização Nacional;Não eleito;1;62;62;-4,088596;-63,143117;center
MS;CORUMBA;Prefeito;40;GABRIEL ALVES DE OLIVEIRA;DR. GABRIEL;40;PSB;Partido Socialista Brasileiro;Eleito;1;28394;28394;-19,000603;-57,650754;center
MS;CORUMBA;Prefeito;11;LUIZ ANTONIO DA SILVA;LUIZ ANTONIO PARDAL;11;PP;PROGRESSISTAS;Não eleito;1;10659;10659;-19,000603;-57,650754;center-right
MS;CORUMBA;Prefeito;22;ANDRE DE ARRUDA CAMPOS;ANDRE CAMPOS;22;PL;Partido Liberal;Não eleito;1;5944;5944;-19,000603;-57,650754;right
MS;CORUMBA;Prefeito;25;DELCIDIO DO AMARAL GOMEZ;DELCIDIO AMARAL;25;PRD;Partido Renovação Democrática;Não eleito;1;5043;5043;-19,000603;-57,650754;right
AC;CRUZEIRO DO SUL;Prefeito;11;JOSE DE SOUZA LIMA;ZEQUINHA LIMA;11;PP;PROGRESSISTAS;Eleito;1;24478;24478;-7,636248;-72,669165;center-right
AC;CRUZEIRO DO SUL;Prefeito;15;JESSICA ROJAS SALES;JESSICA SALES;15;MDB;Movimento Democrático Brasileiro;Não eleito;1;24281;24281;-7,636248;-72,669165;center
MT;CUIABA;Prefeito;22;ABILIO JACQUES BRUNINI MOUMER;ABILIO;22;PL;Partido Liberal;2º Turno;1;126944;126944;-15,598669;-56,09913;right
MT;CUIABA;Prefeito;13;LUDIO FRANK MENDES CABRAL;LUDIO;13;PT;Partido dos Trabalhadores;2º Turno;1;90719;90719;-15,598669;-56,09913;center-left
MT;CUIABA;Prefeito;44;JOSE EDUARDO BOTELHO;EDUARDO BOTELHO;44;UNIO;Unio Brasil;Não eleito;1;88977;88977;-15,598669;-56,09913;center-right
MT;CUIABA;Prefeito;15;DOMINGOS KENNEDY GARCIA SALES;KENNEDY;15;MDB;Movimento Democrático Brasileiro;Não eleito;1;13805;13805;-15,598669;-56,09913;center
PR;CURITIBA;Prefeito;55;EDUARDO PIMENTEL SLAVIERO;EDUARDO PIMENTEL;55;PSD;Partido Social Democrático;2º Turno;1;313347;313347;-25,494438;-49,284271;center-right
PR;CURITIBA;Prefeito;35;CRISTINA REIS GRAEML;CRISTINA GRAEML;35;PMB;Partido da Mulher Brasileira;2º Turno;1;291523;291523;-25,494438;-49,284271;center-right
PR;CURITIBA;Prefeito;40;LUCIANO DUCCI;LUCIANO DUCCI;40;PSB;Partido Socialista Brasileiro;Não eleito;1;181770;181770;-25,494438;-49,284271;center
PR;CURITIBA;Prefeito;44;NEY LEPREVOST NETO;NEY LEPREVOST;44;UNIO;Unio Brasil;Não eleito;1;60675;60675;-25,494438;-49,284271;center-right
PR;CURITIBA;Prefeito;77;LUIZ GOULARTE ALVES;LUIZAO GOULART;77;SOLIDARIEDADE;Solidariedade;Não eleito;1;41271;41271;-25,494438;-49,284271;center
MS;DOURADOS;Prefeito;45;MARCAL GONCALVES LEITE FILHO;MARCAL FILHO;45;PSDB;Partido da Social Democracia Brasileira;Eleito;1;60418;60418;-22,220614;-54,812208;center
MS;DOURADOS;Prefeito;11;ALAN AQUINO GUEDES DE MENDONCA;ALAN GUEDES;11;PP;PROGRESSISTAS;Não eleito;1;34027;34027;-22,220614;-54,812208;center-right
MS;DOURADOS;Prefeito;13;TIAGO RESENDE BOTELHO;TIAGO BOTELHO;13;PT;Partido dos Trabalhadores;Não eleito;1;17845;17845;-22,220614;-54,812208;center-left
MS;DOURADOS;Prefeito;12;FRANCISCA FELISBELA DE BARROS;BELA BARROS;12;PDT;Partido Democrático Trabalhista;Não eleito;1;5476;5476;-22,220614;-54,812208;center-left
MS;DOURADOS;Prefeito;30;RACIB PANAGE HARB;RACIB HARB;30;NOVO;Partido Novo;Não eleito;1;2455;2455;-22,220614;-54,812208;right
RJ;DUQUE DE CAXIAS;Prefeito;15;JONATHAS REGO MONTEIRO PORTO NETO;NETINHO REIS;15;MDB;Movimento Democrático Brasileiro;Eleito;1;243850;243850;-22,789623;-43,309929;center
RJ;DUQUE DE CAXIAS;Prefeito;43;JOSE CAMILO ZITO DOS SANTOS FILHO;ZITO;43;PV;Partido Verde;Não eleito;1;127399;127399;-22,789623;-43,309929;center-left
RJ;DUQUE DE CAXIAS;Prefeito;44;CELSO LUIS PEREIRA DO NASCIMENTO;CELSO DO ALBA;44;UNIO;Unio Brasil;Não eleito;1;56352;56352;-22,789623;-43,309929;center-right
RJ;DUQUE DE CAXIAS;Prefeito;40;WESLEY TEIXEIRA SILVA;WESLEY TEIXEIRA;40;PSB;Partido Socialista Brasileiro;Não eleito;1;23329;23329;-22,789623;-43,309929;center
BA;FEIRA DE SANTANA;Prefeito;44;JOSE RONALDO DE CARVALHO;JOSE RONALDO;44;UNIO;Unio Brasil;Eleito;1;165970;165970;-12,257893;-38,959805;center-right
BA;FEIRA DE SANTANA;Prefeito;13;JOSE CERQUEIRA DE SANTANA NETO;ZE NETO;13;PT;Partido dos Trabalhadores;Não eleito;1;154147;154147;-12,257893;-38,959805;center-left
BA;FEIRA DE SANTANA;Prefeito;30;CARLOS MEDEIROS MIRANDA;CARLOS MEDEIROS;30;NOVO;Partido Novo;Não eleito;1;9717;9717;-12,257893;-38,959805;right
PI;FLORIANO;Prefeito;55;ANTONIO REIS NETO;ANTONIO REIS;55;PSD;Partido Social Democrático;Eleito;1;19200;19200;-6,767574;-43,022261;center-right
PI;FLORIANO;Prefeito;13;MARCUS VINICIUS MALHEIROS KALUME;DR MARCUS VINICIUS;13;PT;Partido dos Trabalhadores;Não eleito;1;15269;15269;-6,767574;-43,022261;center-left
PI;FLORIANO;Prefeito;22;CLAUDEMIR REZENDE BARROS;BILU DO POVO;22;PL;Partido Liberal;Não eleito;1;644;644;-6,767574;-43,022261;right
CE;FORTALEZA;Prefeito;22;ANDRE FERNANDES DE MOURA;ANDRE FERNANDES;22;PL;Partido Liberal;2º Turno;1;562305;562305;-3,730451;-38,521799;right
CE;FORTALEZA;Prefeito;13;EVANDRO SA BARRETO LEITAO;EVANDRO LEITAO;13;PT;Partido dos Trabalhadores;2º Turno;1;480174;480174;-3,730451;-38,521799;center-left
CE;FORTALEZA;Prefeito;12;JOSE SARTO NOGUEIRA MOREIRA;JOSE SARTO;12;PDT;Partido Democrático Trabalhista;Não eleito;1;164402;164402;-3,730451;-38,521799;center-left
CE;FORTALEZA;Prefeito;44;WAGNER SOUSA GOMES;CAPITAO WAGNER;44;UNIO;Unio Brasil;Não eleito;1;159426;159426;-3,730451;-38,521799;center-right
CE;FORTALEZA;Prefeito;30;LUIS EDUARDO GRANGEIRO GIRAO;EDUARDO GIRAO;30;NOVO;Partido Novo;Não eleito;1;14878;14878;-3,730451;-38,521799;right
GO;GOIANIA;Prefeito;22;FREDERICO GUSTAVO RODRIGUES DA CUNHA;FRED RODRIGUES;22;PL;Partido Liberal;2º Turno;1;214253;214253;-16,680882;-49,253269;right
GO;GOIANIA;Prefeito;44;SANDRO DA MABEL ANTONIO SCODRO;MABEL;44;UNIO;Unio Brasil;2º Turno;1;190278;190278;-16,680882;-49,253269;center-right
GO;GOIANIA;Prefeito;13;ADRIANA SAUTHIER ACCORSI;ADRIANA ACCORSI;13;PT;Partido dos Trabalhadores;Não eleito;1;168145;168145;-16,680882;-49,253269;center-left
GO;GOIANIA;Prefeito;45;MATHEUS ARAUJO RIBEIRO;MATHEUS RIBEIRO;45;PSDB;Partido da Social Democracia Brasileira;Não eleito;1;46875;46875;-16,680882;-49,253269;center
GO;GOIANIA;Prefeito;55;VANDERLAN VIEIRA CARDOSO;VANDERLAN CARDOSO;55;PSD;Partido Social Democrático;Não eleito;1;45186;45186;-16,680882;-49,253269;center-right
TO;GURUPI;Prefeito;44;JOSINIANE BRAGA NUNES;JOSI NUNES;44;UNIO;Unio Brasil;Eleito;1;25533;25533;-11,72794;-49,068046;center-right
TO;GURUPI;Prefeito;55;EDUARDO MALHEIRO RIBEIRO FORTES;EDUARDO FORTES;55;PSD;Partido Social Democrático;Não eleito;1;17655;17655;-11,72794;-49,068046;center-right
TO;GURUPI;Prefeito;45;CRISTIANO PISONI;CRISTIANO PISONI;45;PSDB;Partido da Social Democracia Brasileira;Não eleito;1;2846;2846;-11,72794;-49,068046;center
CE;IGUATU;Prefeito;45;CARLOS ROBERTO COSTA FILHO;ROBERTO FILHO;45;PSDB;Partido da Social Democracia Brasileira;Eleito;1;29069;29069;-6,361934;-39,297223;center
CE;IGUATU;Prefeito;13;JOSE ILO ALVES DANTAS NETO;ILO NETO;13;PT;Partido dos Trabalhadores;Não eleito;1;27046;27046;-6,361934;-39,297223;center-left
CE;IGUATU;Prefeito;40;JOSE DE SA VILAROUCA;SA;40;PSB;Partido Socialista Brasileiro;Não eleito;1;2031;2031;-6,361934;-39,297223;center
MA;IMPERATRIZ;Prefeito;11;RILDO DE OLIVEIRA AMARAL;RILDO AMARAL;11;PP;PROGRESSISTAS;2º Turno;1;55149;55149;-5,526928;-47,478115;center-right
MA;IMPERATRIZ;Prefeito;10;TACILLA MARIANA CARVALHO SILVA;MARIANA CARVALHO;10;REPUBLICANOS;REPUBLICANOS;2º Turno;1;41172;41172;-5,526928;-47,478115;right
MA;IMPERATRIZ;Prefeito;55;JOSIVALDO DOS SANTOS MELO;JOSIVALDO JP;55;PSD;Partido Social Democrático;Não eleito;1;32689;32689;-5,526928;-47,478115;center-right
MA;IMPERATRIZ;Prefeito;30;NILSON TAKASHI HAMADA;NILSON TAKASHI;30;NOVO;Partido Novo;Não eleito;1;16073;16073;-5,526928;-47,478115;right
MA;IMPERATRIZ;Prefeito;65;MARCO AURELIO DA SILVA AZEVEDO;MARCO AURELIO;65;PC DO B;Partido Comunista do Brasil;Não eleito;1;9060;9060;-5,526928;-47,478115;left
SE;ITABAIANA;Prefeito;22;VALMIR DOS SANTOS COSTA;VALMIR DE FRANCISQUINHO;22;PL;Partido Liberal;Eleito;1;35897;35897;-10,68562;-37,427052;right
SE;ITABAIANA;Prefeito;55;EDSON VIEIRA PASSOS;EDSON PASSOS;55;PSD;Partido Social Democrático;Não eleito;1;25346;25346;-10,68562;-37,427052;center-right
AM;ITACOATIARA;Prefeito;10;MARIO JORGE BOUEZ ABRAHIM;MARIO ABRAHIM;10;REPUBLICANOS;REPUBLICANOS;Eleito;1;31614;31614;-3,14779;-58,446104;right
AM;ITACOATIARA;Prefeito;22;ALCIMAR MACIEL PEREIRA;CABO MACIEL;22;PL;Partido Liberal;Não eleito;1;18380;18380;-3,14779;-58,446104;right
AM;ITACOATIARA;Prefeito;20;ARNOUD LUCAS ANDRADE DA SILVA;ARNOUD LUCAS;20;PODE;Podemos;Não eleito;1;2708;2708;-3,14779;-58,446104;center-right
AM;ITACOATIARA;Prefeito;12;MARCONDE MARTINS RODRIGUES;DR MARCONDE RODRIGUES;12;PDT;Partido Democrático Trabalhista;Não eleito;1;2226;0;-3,14779;-58,446104;center-left
AM;ITACOATIARA;Prefeito;25;THIDY GOMES DE QUEIROZ;THIDY QUEIROZ;25;PRD;Partido Renovação Democrática;Não eleito;1;1500;1500;-3,14779;-58,446104;right
RO;JI-PARANA;Prefeito;22;AFFONSO ANTONIO CANDIDO;AFFONSO CANDIDO;22;PL;Partido Liberal;Eleito;1;43371;43371;-10,877815;-61,927785;right
