SG_UF;NM_MUNICIPIO;DS_CARGO;NR_CANDIDATO;NM_CANDIDATO;NM_URNA_CANDIDATO;NR_PARTIDO;SG_PARTIDO;NM_PARTIDO;DS_SIT_TOT_TURNO;NR_TURNO;QT_VOTOS_NOMINAIS;QT_VOTOS_NOMINAIS_VALIDOS;LATITUDE;LONGITUDE;COALITION
SP;SANTOS;Prefeito;70;FERNANDO PINHEIRO;NANDO PINHEIRO;70;AVANTE;AVANTE;Não eleito;1;1565;1565;-23,933599;-46,32864;center
AC;SENA MADUREIRA;Prefeito;11;GEHLEN DINIZ ANDRADE;GERLEN DINIZ;11;PP;PROGRESSISTAS;Eleito;1;13391;13391;-9,065956;-68,657106;center-right
AC;SENA MADUREIRA;Prefeito;44;GILBERTO LIRA DE ALMEIDA;GILBERTO LIRA;44;UNIO;Unio Brasil;Não eleito;1;11293;11293;-9,065956;-68,657106;center-right
ES;SERRA;Prefeito;12;WEVERSON VALCKER MEIRELES;WEVERSON MEIRELES;12;PDT;Partido Democrático Trabalhista;2º Turno;1;97087;97087;-20,125296;-40,306448;center-left
ES;SERRA;Prefeito;10;PABLO AURINO RAMOS ARAUJO;PABLO MURIBECA;10;REPUBLICANOS;REPUBLICANOS;2º Turno;1;61690;61690;-20,125296;-40,306448;right
ES;SERRA;Prefeito;11;AUDIFAX CHARLES PIMENTEL BARCELOS;AUDIFAX BARCELOS;11;PP;PROGRESSISTAS;Não eleito;1;58643;58643;-20,125296;-40,306448;center-right
ES;SERRA;Prefeito;22;IGOR ELSON BROMONSCHENKEL DE ALMEIDA;IGOR ELSON;22;PL;Partido Liberal;Não eleito;1;18751;18751;-20,125296;-40,306448;right
ES;SERRA;Prefeito;13;ROBERTO CARLOS TELES BRAGA;PROFESSOR ROBERTO CARLOS;13;PT;Partido dos Trabalhadores;Não eleito;1;7513;7513;-20,125296;-40,306448;center-left
MT;SINOP;Prefeito;22;ROBERTO DORNER;ROBERTO DORNER;22;PL;Partido Liberal;Eleito;1;50737;50737;-11,857701;-55,496782;right
MT;SINOP;Prefeito;30;MIRTES ENI LEITZKE GROTTA;MIRTES DA TRANSTERRA;30;NOVO;Partido Novo;Não eleito;1;23426;23426;-11,857701;-55,496782;right
CE;SOBRAL;Prefeito;44;OSCAR SPINDOLA RODRIGUES JUNIOR;OSCAR RODRIGUES;44;UNIO;Unio Brasil;Eleito;1;65138;65138;-3,687914;-40,345637;center-right
CE;SOBRAL;Prefeito;40;MARIA IZOLDA CELA DE ARRUDA COELHO;IZOLDA CELA;40;PSB;Partido Socialista Brasileiro;Não eleito;1;59135;59135;-3,687914;-40,345637;center
SP;SOROCABA;Prefeito;10;RODRIGO MAGANHATO;RODRIGO MANGA;10;REPUBLICANOS;REPUBLICANOS;Eleito;1;263063;263063;-23,468484;-47,442413;right
SP;SOROCABA;Prefeito;22;DANILO MASCARENHAS DE BALAS;DANILO BALAS;22;PL;Partido Liberal;Não eleito;1;48445;48445;-23,468484;-47,442413;right
SP;SOROCABA;Prefeito;13;PAULO JOAO ESTAUSIA;PAULINHO DO TRANSPORTE;13;PT;Partido dos Trabalhadores;Não eleito;1;44447;44447;-23,468484;-47,442413;center-left
SP;SOROCABA;Prefeito;29;CALEBE HENRIQUE NASCIMENTO DA SILVA;CALEBE HENRIQUE;29;PCO;Partido da Causa Operária;Não eleito;1;754;754;-23,468484;-47,442413;far-left
PB;SOUSA;Prefeito;40;HELDER MOREIRA ABRANTES DE CARVALHO;HELDER CARVALHO;40;PSB;Partido Socialista Brasileiro;Eleito;1;23397;23397;-6,766203;-38,231961;center
PB;SOUSA;Prefeito;44;GILBERTO GOMES SARMENTO;DR GILBERTAO;44;UNIO;Unio Brasil;Não eleito;1;16050;16050;-6,766203;-38,231961;center-right
SP;SAO PAULO;Prefeito;15;RICARDO LUIS REIS NUNES;RICARDO NUNES;15;MDB;Movimento Democrático Brasileiro;2º Turno;1;1801139;1801139;-23,550651;-46,633382;center
SP;SAO PAULO;Prefeito;50;GUILHERME CASTRO BOULOS;GUILHERME BOULOS;50;PSOL;Partido Socialismo e Liberdade;2º Turno;1;1776127;1776127;-23,550651;-46,633382;left
SP;SAO PAULO;Prefeito;28;PABLO HENRIQUE COSTA MARCAL;PABLO MARCAL;28;PRTB;Partido Renovador Trabalhista Brasileiro;Não eleito;1;1719274;1719274;-23,550651;-46,633382;right
SP;SAO PAULO;Prefeito;40;TABATA CLAUDIA AMARAL DE PONTES;TABATA AMARAL;40;PSB;Partido Socialista Brasileiro;Não eleito;1;605552;605552;-23,550651;-46,633382;center
SP;SAO PAULO;Prefeito;45;JOSE LUIZ DATENA;DATENA;45;PSDB;Partido da Social Democracia Brasileira;Não eleito;1;112344;112344;-23,550651;-46,633382;center
PI;TERESINA;Prefeito;44;SILVIO MENDES DE OLIVEIRA FILHO;SILVIO MENDES;44;UNIO;Unio Brasil;Eleito;1;239848;239848;-5,087461;-42,804957;center-right
PI;TERESINA;Prefeito;13;FABIO NUNEZ NOVO;FABIO NOVO;13;PT;Partido dos Trabalhadores;Não eleito;1;198794;198794;-5,087461;-42,804957;center-left
PI;TERESINA;Prefeito;25;JOSE PESSOA LEAL;DR PESSOA;25;PRD;Partido Renovação Democrática;Não eleito;1;10131;10131;-5,087461;-42,804957;right
PI;TERESINA;Prefeito;30;TONNY KERLEY DE ALENCAR RODRIGUES;PROFESSOR TONNY;30;NOVO;Partido Novo;Não eleito;1;6169;6169;-5,087461;-42,804957;right
PI;TERESINA;Prefeito;50;FRANCINALDO SILVA LEAO;FRANCINALDO LEAO;50;PSOL;Partido Socialismo e Liberdade;Não eleito;1;2350;2350;-5,087461;-42,804957;left
MG;UBERLANDIA;Prefeito;11;PAULO SERGIO FERREIRA;PAULO SERGIO;11;PP;PROGRESSISTAS;Eleito;1;184282;184282;-18,918804;-48,276784;center-right
MG;UBERLANDIA;Prefeito;13;DANDARA TONANTZIN SILVA CASTRO;DANDARA;13;PT;Partido dos Trabalhadores;Não eleito;1;86755;86755;-18,918804;-48,276784;center-left
MG;UBERLANDIA;Prefeito;45;LEONIDIO HENRIQUE CORREA BOUCAS;LEONIDIO BOUCAS;45;PSDB;Partido da Social Democracia Brasileira;Não eleito;1;80470;80470;-18,918804;-48,276784;center
MG;UBERLANDIA;Prefeito;28;DAPHINY OLIVEIRA COSTA SILVA;DAPHINY PRETA;28;PRTB;Partido Renovador Trabalhista Brasileiro;Não eleito;1;931;931;-18,918804;-48,276784;right
MG;UBERLANDIA;Prefeito;16;GILBERTO ADENIE CUNHA;GILBERTO CUNHA;16;PSTU;Partido Socialista dos Trabalhadores Unificado;Não eleito;1;858;858;-18,918804;-48,276784;far-left
AL;UNIAO DOS PALMARES;Prefeito;15;JOSE IRAN MENEZES DA SILVA JUNIOR;JUNIOR MENEZES;15;MDB;Movimento Democrático Brasileiro;Eleito;1;23163;23163;-9,157681;-36,034225;center
AL;UNIAO DOS PALMARES;Prefeito;22;BRUNNO LEONARDO VEIGA LOPES;BRUNNO LOPES;22;PL;Partido Liberal;Não eleito;1;13127;13127;-9,157681;-36,034225;right
ES;VILA VELHA;Prefeito;20;ARNALDO BORGO FILHO;ARNALDINHO BORGO;20;PODE;Podemos;Eleito;1;193451;193451;-20,329704;-40,292017;center-right
ES;VILA VELHA;Prefeito;22;ALEXANDRE OFRANTI RAMALHO;CORONEL RAMALHO;22;PL;Partido Liberal;Não eleito;1;42096;42096;-20,329704;-40,292017;right
ES;VILA VELHA;Prefeito;13;JOAO BATISTA GAGNO INTRA;JOAO BATISTA BABA;13;PT;Partido dos Trabalhadores;Não eleito;1;6342;6342;-20,329704;-40,292017;center-left
ES;VILA VELHA;Prefeito;50;NICOLAS DO ESPIRITO SANTO TRANCHO;PROFESSOR NICOLAS TRANCHO;50;PSOL;Partido Socialismo e Liberdade;Não eleito;1;1862;1862;-20,329704;-40,292017;left
ES;VILA VELHA;Prefeito;45;MAURICIO LUIZ GORZA;MAURICIO GORZA;45;PSDB;Partido da Social Democracia Brasileira;Não eleito;1;557;557;-20,329704;-40,292017;center
MT;VARZEA GRANDE;Prefeito;22;FLAVIA PETERSEN MORETTI DE ARAUJO;FLAVIA MORETTI;22;PL;Partido Liberal;Eleito;1;68760;68760;-15,645816;-56,132218;right
MT;VARZEA GRANDE;Prefeito;15;KALIL SARAT BARACAT DE ARRUDA;KALIL BARACAT;15;MDB;Movimento Democrático Brasileiro;Não eleito;1;61005;61005;-15,645816;-56,132218;center
MT;VARZEA GRANDE;Prefeito;13;LELIANE CRISTINA BORGES;PROFESSORA LELIANE BORGES;13;PT;Partido dos Trabalhadores;Não eleito;1;5646;5646;-15,645816;-56,132218;center-left
RR;ALTO ALEGRE;Vereador;10123;FABIO DA SILVA COSTA;FABIO COSTA;10;REPUBLICANOS;REPUBLICANOS;ELEITO POR QP;1;751;751;2,990093;-61,308965;right
RR;ALTO ALEGRE;Vereador;15222;VALDENIR SOARES ALVES;VALDENIR MAGRAO;15;MDB;Movimento Democrático Brasileiro;ELEITO POR QP;1;751;751;2,990093;-61,308965;center
RR;ALTO ALEGRE;Vereador;10777;SANDRIELY FERNANDES CUNHA;SANDRIELY CUNHA;10;REPUBLICANOS;REPUBLICANOS;ELEITO POR QP;1;706;706;2,990093;-61,308965;right
RR;ALTO ALEGRE;Vereador;55234;ANDRESA SILVA DA SILVEIRA;ANDRESA SILVEIRA;55;PSD;Partido Social Democrático;ELEITO POR QP;1;660;660;2,990093;-61,308965;center-right
RR;ALTO ALEGRE;Vereador;10333;AUGUSTINHO PEDROSO;AUGUSTINHO PEDROSO;10;REPUBLICANOS;REPUBLICANOS;ELEITO POR QP;1;557;557;2,990093;-61,308965;right
GO;ANAPOLIS;Vereador;15888;JOSE FERNANDES BOAVENTURA CAVALCANTE;DR. JOSE FERNANDES;15;MDB;Movimento Democrático Brasileiro;ELEITO POR QP;1;4222;4222;-16,333283;-48,952576;center
GO;ANAPOLIS;Vereador;70900;ANDREIA REZENDE DE FARIA PARALOVO;ANDREIA REZENDE;70;AVANTE;AVANTE;ELEITO POR QP;1;3571;3571;-16,333283;-48,952576;center
GO;ANAPOLIS;Vereador;13500;MARCOS ANTONIO DE CARVALHO ROSA;PROFESSOR MARCOS CARVALHO;13;PT;Partido dos Trabalhadores;ELEITO POR QP;1;3422;3422;-16,333283;-48,952576;center-left
GO;ANAPOLIS;Vereador;25190;ELIZETE JACINTO DA SILVA NASCIMENTO;CAPITA ELIZETE;25;PRD;Partido Renovação Democrática;ELEITO POR QP;1;3147;3147;-16,333283;-48,952576;right
GO;ANAPOLIS;Vereador;22100;JEAN CARLOS RIBEIRO;JEAN CARLOS;22;PL;Partido Liberal;ELEITO POR QP;1;3001;3001;-16,333283;-48,952576;right
GO;APARECIDA DE GOIANIA;Vereador;15015;GILSON RODRIGUES DA MATA;GILSAO MEU POVO;15;MDB;Movimento Democrático Brasileiro;ELEITO POR QP;1;3841;3841;-16,822677;-49,245255;center
GO;APARECIDA DE GOIANIA;Vereador;44555;RICARDO ROBERTO TEIXEIRA;TATA TEIXEIRA;44;UNIO;Unio Brasil;ELEITO POR QP;1;3830;3830;-16,822677;-49,245255;center-right
GO;APARECIDA DE GOIANIA;Vereador;44123;ISAAC AFONSO MARTINS;ISAAC MARTINS;44;UNIO;Unio Brasil;ELEITO POR QP;1;3573;3573;-16,822677;-49,245255;center-right
GO;APARECIDA DE GOIANIA;Vereador;22369;GLEISON DE OLIVEIRA FLAVIO;GLEISON FLAVIO;22;PL;Partido Liberal;ELEITO POR QP;1;3533;3533;-16,822677;-49,245255;right
GO;APARECIDA DE GOIANIA;Vereador;22789;ANDRE LUIS CARLOS DA SILVA;ANDRE FORTALEZA;22;PL;Partido Liberal;ELEITO POR QP;1;3384;3384;-16,822677;-49,245255;right
SE;ARACAJU;Vereador;55000;RICARDO VASCONCELOS SILVA;RICARDO VASCONCELOS;55;PSD;Partido Social Democrático;ELEITO POR QP;1;11120;11120;-10,916206;-37,077466;center-right
SE;ARACAJU;Vereador;18000;BRENO VIANA DE MENDONCA;BRENO GARIBALDE;18;REDE;Rede Sustentabilidade;ELEITO POR QP;1;7834;7834;-10,916206;-37,077466;center-left
SE;ARACAJU;Vereador;22777;MOANA ROLLEMBERG MARINHO VALADARES;MOANA VALADARES;22;PL;Partido Liberal;ELEITO POR QP;1;7216;7216;-10,916206;-37,077466;right
SE;ARACAJU;Vereador;55555;JOSENITO VITALE DE JESUS;NITINHO;55;PSD;Partido Social Democrático;ELEITO POR QP;1;5607;5607;-10,916206;-37,077466;center-right
SE;ARACAJU;Vereador;50500;JOSE IRAN BARBOSA FILHO;IRAN BARBOSA;50;PSOL;Partido Socialismo e Liberdade;ELEITO POR QP;1;5528;5528;-10,916206;-37,077466;left
AL;ARAPIRACA;Vereador;15111;ROGERIO PEREIRA MELO;ROGERIO NEZINHO;15;MDB;Movimento Democrático Brasileiro;ELEITO POR QP;1;6597;6597;-9,754866;-36,661471;center
AL;ARAPIRACA;Vereador;11333;SERGIO FABIO NUNES;SERGIO DO SINDICATO;11;PP;PROGRESSISTAS;ELEITO POR QP;1;5139;5139;-9,754866;-36,661471;center-right
AL;ARAPIRACA;Vereador;15678;LEANDRO BARBOSA DE ALMEIDA;LEO SATURNINO;15;MDB;Movimento Democrático Brasileiro;ELEITO POR QP;1;4410;4410;-9,754866;-36,661471;center
AL;ARAPIRACA;Vereador;11444;WALLYSSON BISPO DA SILVA;ALISSON DA TIM;11;PP;PROGRESSISTAS;ELEITO POR QP;1;4343;4343;-9,754866;-36,661471;center-right
AL;ARAPIRACA;Vereador;40555;RAMONN IZIDORO SOARES ALVES;RAMON IZIDORO;40;PSB;Partido Socialista Brasileiro;ELEITO POR QP;1;3169;3169;-9,754866;-36,661471;center
RO;ARIQUEMES;Vereador;20364;RAFAELA AMELIA OLIVEIRA LIMA;RAFAELA DO BATISTA;20;PODE;Podemos;ELEITO POR QP;1;1987;1987;-9,907652;-63,033069;center-right
RO;ARIQUEMES;Vereador;20123;JOAO PAULO MENDES PAES;JOAO MENDES;20;PODE;Podemos;ELEITO POR MDIA;1;1975;1975;-9,907652;-63,033069;center-right
RO;ARIQUEMES;Vereador;44777;FILIPE RASSEN ROZIQUE;FILIPE ROZIQUE DA FAAR;44;UNIO;Unio Brasil;ELEITO POR QP;1;1784;1784;-9,907652;-63,033069;center-right
RO;ARIQUEMES;Vereador;22222;TIAGO VIOLA;TIAGO VIOLA;22;PL;Partido Liberal;ELEITO POR QP;1;1597;1597;-9,907652;-63,033069;right
RO;ARIQUEMES;Vereador;44123;RENATO GARCIA;RENATO PADEIRO;44;UNIO;Unio Brasil;ELEITO POR MDIA;1;1430;1430;-9,907652;-63,033069;center-right
MA;BACABAL;Vereador;15555;JOAO ALBERTO DE SOUZA;JOAO ALBERTO;15;MDB;Movimento Democrático Brasileiro;ELEITO POR QP;1;2591;2591;-4,231813;-44,781167;center
MA;BACABAL;Vereador;11222;PAULO HENRIQUE DE ALBUQUERQUE FARIAS;PAULO BRANDAO;11;PP;PROGRESSISTAS;ELEITO POR QP;1;2292;2292;-4,231813;-44,781167;center-right
MA;BACABAL;Vereador;15333;FRANCISCA PATRICIA PEREIRA TELES;PATRICIA TELES;15;MDB;Movimento Democrático Brasileiro;ELEITO POR QP;1;2070;2070;-4,231813;-44,781167;center
MA;BACABAL;Vereador;15610;MANOEL SERAFIM REIS;SERAFIM;15;MDB;Movimento Democrático Brasileiro;ELEITO POR QP;1;1990;1990;-4,231813;-44,781167;center
MA;BACABAL;Vereador;11444;REGINALDO CASTRO DE ARAUJO;REGINALDO DO POSTO;11;PP;PROGRESSISTAS;ELEITO POR QP;1;1786;1786;-4,231813;-44,781167;center-right
MG;BELO HORIZONTE;Vereador;22222;PHABLO GOMES ALMEIDA;PABLO ALMEIDA;22;PL;Partido Liberal;ELEITO POR QP;1;39960;39960;-19,922732;-43,945095;right
MG;BELO HORIZONTE;Vereador;11111;MARLI APARECIDA DE ARO FERREIRA;PROFESSORA MARLI;11;PP;PROGRESSISTAS;ELEITO POR QP;1;23773;23773;-19,922732;-43,945095;center-right
MG;BELO HORIZONTE;Vereador;50099;IZABELLA LOURENCA AMORIM ROMUALDO;IZA LOURENCA;50;PSOL;Partido Socialismo e Liberdade;ELEITO POR QP;1;21485;21485;-19,922732;-43,945095;left
MG;BELO HORIZONTE;Vereador;30007;FERNANDA ELISA PEREIRA ALTOE;FERNANDA PEREIRA ALTOE;30;NOVO;Partido Novo;ELEITO POR QP;1;18682;18682;-19,922732;-43,945095;right
MG;BELO HORIZONTE;Vereador;30400;MARCELA DE LACERDA TROPIA;MARCELA TROPIA;30;NOVO;Partido Novo;ELEITO POR QP;1;17878;17878;-19,922732;-43,945095;right
SC;BLUMENAU;Vereador;23123;BRUNO HORWATITSCH CUNHA;BRUNO CUNHA;23;CIDADANIA;Cidadania;ELEITO POR QP;1;5851;5851;-26,919557;-49,065802;center
SC;BLUMENAU;Vereador;11677;ALMIR VIEIRA;ALMIR VIEIRA;11;PP;PROGRESSISTAS;ELEITO POR QP;1;5829;5829;-26,919557;-49,065802;center-right
SC;BLUMENAU;Vereador;22222;AILTON DE SOUZA;ITO;22;PL;Partido Liberal;ELEITO POR QP;1;5609;5609;-26,919557;-49,065802;right
SC;BLUMENAU;Vereador;44444;GILSON DE SOUZA;PROFESSOR GILSON;44;UNIO;Unio Brasil;ELEITO POR QP;1;5422;5422;-26,919557;-49,065802;center-right
SC;BLUMENAU;Vereador;45678;ALEXANDRE AGENOR MATIAS;ALEXANDRE MATIAS;45;PSDB;Partido da Social Democracia Brasileira;ELEITO POR MDIA;1;5037;5037;-26,919557;-49,065802;center
RR;BOA VISTA;Vereador;27123;ROBERTO CONCEICAO DOS SANTOS FRANCO;ROBERTO FRANCO;27;DC;Democracia Cristã;ELEITO POR QP;1;4043;4043;2,820848;-60,671958;right
RR;BOA VISTA;Vereador;10333;ITALO OTAVIO TEIXEIRA PINTO;ITALO OTAVIO;10;REPUBLICANOS;REPUBLICANOS;ELEITO POR QP;1;4024;4024;2,820848;-60,671958;right
RR;BOA VISTA;Vereador;10222;GENILSON COSTA E SILVA;GENILSON COSTA;10;REPUBLICANOS;REPUBLICANOS;ELEITO POR QP;1;3744;3744;2,820848;-60,671958;right
RR;BOA VISTA;Vereador;15555;JULIO CEZAR MEDEIROS LIMA;JULIO CEZAR MEDEIROS;15;MDB;Movimento Democrático Brasileiro;ELEITO POR QP;1;3695;3695;2,820848;-60,671958;center
RR;BOA VISTA;Vereador;10123;MANOEL NEVES DE MACEDO;MANOEL NEVES;10;REPUBLICANOS;REPUBLICANOS;ELEITO POR QP;1;3372;3372;2,820848;-60,671958;right
ES;CACHOEIRO DE ITAPEMIRIM;Vereador;45678;EVANDRO MIRANDA;VANDINHO DA PADARIA;45;PSDB;Partido da Social Democracia Brasileira;ELEITO POR QP;1;2449;2449;-20,848084;-41,11129;center
ES;CACHOEIRO DE ITAPEMIRIM;Vereador;22100;CREONE GOMES DA SILVA;CREONE DA FARMACIA;22;PL;Partido Liberal;ELEITO POR QP;1;2224;2224;-20,848084;-41,11129;right
ES;CACHOEIRO DE ITAPEMIRIM;Vereador;45123;LEONARDO PINHEIRO DUTRA;LEO CABECA;45;PSDB;Partido da Social Democracia Brasileira;ELEITO POR QP;1;2112;2112;-20,848084;-41,11129;center
ES;CACHOEIRO DE ITAPEMIRIM;Vereador;44000;MARCELO FAVERO DE OLIVEIRA;MARCELINHO FAVERO;44;UNIO;Unio Brasil;ELEITO POR QP;1;1790;1790;-20,848084;-41,11129;center-right
ES;CACHOEIRO DE ITAPEMIRIM;Vereador;20123;BRAS ZAGOTTO;BRAS ZAGOTTO E BOM;20;PODE;Podemos;ELEITO POR QP;1;1698;1698;-20,848084;-41,11129;center-right
RO;CACOAL;Vereador;55789;EDIMAR KAPICHE LUCIANO;EDIMAR KAPICHE;55;PSD;Partido Social Democrático;ELEITO POR QP;1;1800;1800;-11,4333;-61,44205;center-right
RO;CACOAL;Vereador;55111;MARILANDE ALVES DE SOUSA CRUZ;MARILANDE ALVES;55;PSD;Partido Social Democrático;ELEITO POR QP;1;1539;1539;-11,4333;-61,44205;center-right
RO;CACOAL;Vereador;55055;GIMENEZ FRITZ;GIMENEZ FRITZ;55;PSD;Partido Social Democrático;ELEITO POR MDIA;1;1466;1466;-11,4333;-61,44205;center-right
RO;CACOAL;Vereador;27456;ALAEZIO LEMES;ALAEZIO DO TEIXEIRAO;27;DC;Democracia Cristã;ELEITO POR QP;1;1415;1415;-11,4333;-61,44205;right
RO;CACOAL;Vereador;44222;AMALIA CAMPOS MILANI E SILVA;DRA AMALIA MILANI;44;UNIO;Unio Brasil;ELEITO POR QP;1;1146;1146;-11,4333;-61,44205;center-right
PB;CAMPINA GRANDE;Vereador;65000;JOSILENE MARIA DE OLIVEIRA;JO OLIVEIRA;65;PC DO B;Partido Comunista do Brasil;ELEITO POR QP;1;5178;5178;-7,224674;-35,877129;left
PB;CAMPINA GRANDE;Vereador;44555;CAROLINA FARIAS ALMEIDA GOMES;CAROL GOMES;44;UNIO;Unio Brasil;ELEITO POR QP;1;5009;5009;-7,224674;-35,877129;center-right
PB;CAMPINA GRANDE;Vereador;44123;IVONETE ALMEIDA DE ANDRADE LUDGERIO;IVONETE LUDGERIO;44;UNIO;Unio Brasil;ELEITO POR QP;1;4964;4964;-7,224674;-35,877129;center-right
PB;CAMPINA GRANDE;Vereador;44444;RAFAEL PEREIRA SOUSA;RAFAFA;44;UNIO;Unio Brasil;ELEITO POR QP;1;4820;4820;-7,224674;-35,877129;center-right
PB;CAMPINA GRANDE;Vereador;44777;ALEXANDRE PEREIRA DA SILVA;ALEXANDRE DO SINDICATO;44;UNIO;Unio Brasil;ELEITO POR MDIA;1;4671;4671;-7,224674;-35,877129;center-right
SP;CAMPINAS;Vereador;50100;MARIANA CONTI TAKAHASHI;MARIANA CONTI;50;PSOL;Partido Socialismo e Liberdade;ELEITO POR QP;1;14356;14356;-22,905639;-47,059564;left
SP;CAMPINAS;Vereador;23000;VINICIUS DE OLIVEIRA SANDOVAL;VINI;23;CIDADANIA;Cidadania;ELEITO POR QP;1;11423;11423;-22,905639;-47,059564;center
SP;CAMPINAS;Vereador;10200;HIGOR DIEGO RALLA;HIGOR DIEGO;10;REPUBLICANOS;REPUBLICANOS;ELEITO POR QP;1;11391;11391;-22,905639;-47,059564;right
SP;CAMPINAS;Vereador;44000;RODRIGO LUIS DE BARROS ALMEIDA;RODRIGO DA FARMADIC;44;UNIO;Unio Brasil;ELEITO POR QP;1;9006;9006;-22,905639;-47,059564;center-right
SP;CAMPINAS;Vereador;22123;LUIS HENRIQUE SILVA SCHENEIDER;NICK SCHNEIDER;22;PL;Partido Liberal;ELEITO POR QP;1;7993;7993;-22,905639;-47,059564;right
MS;CAMPO GRANDE;Vereador;12345;MARCOS MARCELLO TRAD;MARQUINHOS TRAD;12;PDT;Partido Democrático Trabalhista;ELEITO POR QP;1;8567;8567;-20,464017;-54,616295;center-left
MS;CAMPO GRANDE;Vereador;22022;RAFAEL BRANDAO SCAQUETTI TAVARES;RAFAEL TAVARES;22;PL;Partido Liberal;ELEITO POR QP;1;8128;8128;-20,464017;-54,616295;right
MS;CAMPO GRANDE;Vereador;40122;CARLOS AUGUSTO BORGES;CARLAO COMUNITARIO MESMO;40;PSB;Partido Socialista Brasileiro;ELEITO POR QP;1;6912;6912;-20,464017;-54,616295;center
MS;CAMPO GRANDE;Vereador;45800;SILVIO EDUARDO ALVES PENA;SILVIO PITU;45;PSDB;Partido da Social Democracia Brasileira;ELEITO POR QP;1;6409;6409;-20,464017;-54,616295;center
MS;CAMPO GRANDE;Vereador;44777;FRANCISCO GONCALVES DE CARVALHO;VETERINARIO FRANCISCO;44;UNIO;Unio Brasil;ELEITO POR QP;1;6371;6371;-20,464017;-54,616295;center-right
RJ;CAMPOS DOS GOYTACAZES;Vereador;11111;KASSIANO JOSE TAVARES DE SOUZA;KASSIANO TAVARES;11;PP;PROGRESSISTAS;ELEITO POR QP;1;5790;5790;-21,7546;-41,3242;center-right
RJ;CAMPOS DOS GOYTACAZES;Vereador;35333;THAMIRES DA SILVA LIMA;THAMIRES RANGEL ;35;PMB;Partido da Mulher Brasileira;ELEITO POR QP;1;5483;5483;-21,7546;-41,3242;center-right
RJ;CAMPOS DOS GOYTACAZES;Vereador;44789;MARCOS DA SILVA BACELLAR;MARQUINHO BACELLAR;44;UNIO;Unio Brasil;ELEITO POR QP;1;5345;5345;-21,7546;-41,3242;center-right
RJ;CAMPOS DOS GOYTACAZES;Vereador;11789;WAINER TEIXEIRA DE CASTRO;PROFESSOR WAINER;11;PP;PROGRESSISTAS;ELEITO POR QP;1;5148;5148;-21,7546;-41,3242;center-right
RJ;CAMPOS DOS GOYTACAZES;Vereador;11777;BRUNO FERNANDO SANTOS DE AZEVEDO;BRUNO PEZAO;11;PP;PROGRESSISTAS;ELEITO POR QP;1;4880;4880;-21,7546;-41,3242;center-right
PE;CARUARU;Vereador;11111;ANDERSON CORREIA DE OLIVEIRA;ANDERSON CORREIA;11;PP;PROGRESSISTAS;ELEITO POR QP;1;7310;7310;-8,28297;-35,972285;center-right
PE;CARUARU;Vereador;45888;RICARDO DE OLIVEIRA LIBERATO;RICARDO LIBERATO;45;PSDB;Partido da Social Democracia Brasileira;ELEITO POR QP;1;5058;5058;-8,28297;-35,972285;center
PE;CARUARU;Vereador;45678;EDEILSON JOSE DA SILVA;GALEGO DE LAJES;45;PSDB;Partido da Social Democracia Brasileira;ELEITO POR QP;1;4435;4435;-8,28297;-35,972285;center
PE;CARUARU;Vereador;45222;EDMILSON JOSE DE CARVALHO;EDMILSON DO SALGADO;45;PSDB;Partido da Social Democracia Brasileira;ELEITO POR QP;1;4309;4309;-8,28297;-35,972285;center
PE;CARUARU;Vereador;45604;BRUNO HENRIQUE SILVA DE OLIVEIRA;BRUNO LAMBRETA;45;PSDB;Partido da Social Democracia Brasileira;ELEITO POR QP;1;3802;3802;-8,28297;-35,972285;center
PA;CASTANHAL;Vereador;15000;DIEGO DE OLIVEIRA SALIBA RIBEIRO;DIEGO SALIBA;15;MDB;Movimento Democrático Brasileiro;ELEITO POR QP;1;2895;2895;-1,292703;-47,92239;center
PA;CASTANHAL;Vereador;15555;VANIA NASCIMENTO DA SILVA;VANIA NASCIMENTO;15;MDB;Movimento Democrático Brasileiro;ELEITO POR QP;1;2800;2800;-1,292703;-47,92239;center
PA;CASTANHAL;Vereador;55444;EVERTON JOYLSON ABREU DE OLIVEIRA;EVERTON MATOS;55;PSD;Partido Social Democrático;ELEITO POR QP;1;2308;2308;-1,292703;-47,92239;center-right
PA;CASTANHAL;Vereador;12123;CLAUDIA ALAINE GOMES SEABRA;CLAUDIA SEABRA;12;PDT;Partido Democrático Trabalhista;ELEITO POR QP;1;2195;2195;-1,292703;-47,92239;center-left
PA;CASTANHAL;Vereador;12190;SERGIO LEAL RODRIGUES;SERGIO LEAL;12;PDT;Partido Democrático Trabalhista;ELEITO POR MDIA;1;2170;2170;-1,292703;-47,92239;center-left
MA;CAXIAS;Vereador;11456;MARIO FERNANDO DE ASSUNCAO SOUSA;MARIO ASSUNCAO;11;PP;PROGRESSISTAS;ELEITO POR QP;1;3066;3066;-4,86542;-43,353664;center-right
MA;CAXIAS;Vereador;11222;ANTONIO JOSE XIMENES;XIMENES;11;PP;PROGRESSISTAS;ELEITO POR QP;1;2750;2750;-4,86542;-43,353664;center-right
MA;CAXIAS;Vereador;44444;JOSE WESLEY DOS SANTOS SILVA COUTINHO;WESLEY COUTINHO;44;UNIO;Unio Brasil;ELEITO POR QP;1;1912;1912;-4,86542;-43,353664;center-right
